"META_INSTANCE_ID","ANIMAL_ID","LOCATION_OF_EVENT_REGION","LOCATION_OF_EVENT_DISTRICT","LOCATION_OF_EVENT_WARD","LOCATION_OF_EVENT_VILLAGE","Loc_ID","Loc_ID_w","Loc_ID_d","DATE_OF_INVESTIGATION","TYPE_OF_INVESTIGATION","IS_INVESTGATION_LINKED","ANIMAL_TYPE","ANIMAL_TYPE_WILDLIFE","NUMBER_OF_PEOPLE_BITTEN","NO_OF_PEOPLE_BITTEN_REPEAT_COUNT","OTHER_ANIMALS_BITTEN","OTHER_ANIMALS_BITTEN_SPECIFY","WAS_ANIMAL_OWNED","ANIMAL_AGE","ANIMAL_SEX","IS_ANIMAL_VACCINATED","YEAR_VACCINATED","ANIMAL_FOUND","ANIMAL_OUTCOME","DEATH_CAUSE","SAMPLE_COLLECTED","WHY_SAMPLE_WAS_NOT_TAKEN","SAMPLE_WAS_COLLECTED_SAMPLE_DATE","SAMPLE_WAS_COLLECTED_LOCATION_SAMPLE_STORED","SAMPLE_WAS_COLLECTED_LOCATION_SAMPLE_STORED_OTHER","SAMPLE_WAS_COLLECTED_DATE_TAKEN_TO_LAB","SAMPLE_WAS_COLLECTED_LATERAL_FLOW_TEST_DONE","SAMPLE_WAS_COLLECTED_LATERAL_FLOW_TEST_OUTCOME","REASON_FOR_REPORT","REASON_FOR_REPORT_OTHER","REPORTED_FROM","RISK_ASSESSMENT","ASSESSMENT_DECISION","Date_proxy","Year","Month","Day","jmonth","jday","Year_month","Assessment","correction_type","IBCM_start","VICTIM_ENV","HE_aggressive","HE_approach_dog","HE_no_provocation","HE_playing","HE_scared_of_dogs","HE_noise","HE_throwing_things","HE_running","ANIMAL_ENV","AE_chained","AE_fenced","AE_lots_of_dogs","AE_on_owners_property","AE_from_unknown_place","AE_lots_of_people","SYMPTOMS","S_abnormal_vocalization","S_restlessness","S_active_during_day","S_dullness","S_tameness","S_excessive_salivation","S_hypersexuality","S_unprovoked_aggression","S_paralysis"
"uuid:8f856693-0c36-4bab-b74b-83f6a94aecde",NA,"Lindi","Kilwa",NA,NA,"Village-Lindi-Kilwa-NA-NA","Ward-Lindi-Kilwa-NA","District-Lindi-Kilwa",2018-11-28,"phone_consultation","yes","dog",NA,1,1,"none",NA,"unknown","adult","male","no",NA,"no","lost",NA,"no","not_applicable",NA,NA,NA,NA,NA,NA,"human_exposure",NA,NA,"normal_behaviour","sick_not_rabies",2018-11-28,2018,11,331,11,331,"2018-11","Healthy","Not altered","2018-07-01","aggressive",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"from_unknown_place",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"active_during_day",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"uuid:8fb646a2-cb3a-431e-9e88-82416aaf0871",NA,"Mara","Musoma","Bukima","Bukima","Village-Mara-Musoma-Bukima-Bukima","Ward-Mara-musoma vijijini-BUKIMA","District-Mara-musoma vijijini",2019-03-13,"phone_consultation","yes","dog",NA,1,1,"none",NA,"not_owned","adult","unknown","not_applicable",NA,"no","alive",NA,"no","animal_disappeared",NA,NA,NA,NA,NA,NA,"human_exposure",NA,NA,"eating","sick_not_rabies",2019-03-13,2019,3,71,15,83,"2019-3","Healthy","Not altered","2018-06-01","scared_of_dogs",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"lots_of_dogs",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"restlessness",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"uuid:9052f8ce-ff7e-49e2-a9cb-3ad9ecee28de",NA,"Lindi","Kilwa","Tingi","Tingi","Village-Lindi-Kilwa-Tingi-Tingi","Ward-Lindi-Kilwa-Tingi","District-Lindi-Kilwa",2018-08-24,"phone_consultation","yes","dog",NA,7,7,"dog",NA,"unknown","adult","female","no",NA,"yes","dead","killed_by_community","no","thrown_away",NA,NA,NA,NA,NA,NA,"human_exposure",NA,NA,NA,"suspicious_for_of_rabies",2018-08-24,2018,8,235,8,235,"2018-8","Suspect","Not altered","2018-07-01","not_provoked",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"from_unknown_place",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"uuid:90b25428-286e-447d-89d2-195a349864dc","0","Mara","Tarime","Kibasuka","Weigita","Village-Mara-Tarime-Kibasuka-Weigita","Ward-Mara-Tarime District Council-Kibasuka","District-Mara-Tarime District Council",2018-12-16,"in_person","no","dog",NA,0,0,"other","Kondoo","unknown","adult","unknown","unknown",NA,"no","lost",NA,"no","animal_disappeared",NA,NA,NA,NA,NA,NA,"other","Alionekana mbwa aking'ata wanyama",NA,NA,"suspicious_for_of_rabies",2018-12-16,2018,12,349,12,349,"2018-12","Suspect","Not altered","2018-06-01",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"from_unknown_place",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"unprovoked_aggression",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"uuid:91542d6f-3828-44fa-a5f9-44b545b89469",NA,"Morogoro","Ulanga",NA,NA,"Village-Morogoro-Ulanga-NA-NA","Ward-Morogoro-Ulanga-NA","District-Morogoro-Ulanga",2019-02-01,"in_person","yes","dog",NA,1,1,"none",NA,"owned","adult","male","no",NA,"yes","alive",NA,"no","not_applicable",NA,NA,NA,NA,NA,NA,"human_exposure",NA,NA,"normal_behaviour","suspicious_for_of_rabies",2019-02-01,2019,2,31,14,43,"2019-2","Suspect","Not altered","2018-08-01","not_provoked",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"lots_of_dogs",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"unprovoked_aggression",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"uuid:94d27c03-60a5-44fd-8e61-df491df321a6",NA,"Mtwara","Tandahimba","Mchichira","Mchichira","Village-Mtwara-Tandahimba-Mchichira-Mchichira","Ward-Mtwara-Tandahimba-Mchichira","District-Mtwara-Tandahimba",2019-04-02,"phone_consultation","yes","dog",NA,1,1,"none",NA,"unknown","adult","unknown","not_applicable",NA,"no","disappeared",NA,"no","not_applicable",NA,NA,NA,NA,NA,NA,"human_exposure",NA,NA,NA,"suspicious_for_of_rabies",2019-04-02,2019,4,91,16,103,"2019-4","Suspect","Not altered","2018-06-01","not_provoked",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"from_unknown_place",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"abnormal_vocalization,running_without_reason,unprovoked_aggression",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"uuid:953ef4cf-b2ba-46d5-abee-a2fae948d350",NA,"Morogoro","Ulanga","Lukande","Lukande","Village-Morogoro-Ulanga-Lukande-Lukande","Ward-Morogoro-Ulanga-Lukande","District-Morogoro-Ulanga",2018-12-14,"in_person","yes","dog",NA,2,2,"none",NA,"unknown","adult","male","unknown",NA,"no","disappeared",NA,"no","animal_disappeared",NA,NA,NA,NA,NA,NA,"human_exposure",NA,NA,NA,"suspicious_for_of_rabies",2018-12-14,2018,12,347,12,347,"2018-12","Suspect","Not altered","2018-08-01","not_provoked",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"from_unknown_place",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"running_without_reason",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"uuid:958a4602-29a4-4ee8-977b-9b204047859a",NA,"Mtwara","Masasi","Chigugu","Chigugu","Village-Mtwara-Masasi-Chigugu-Chigugu","Ward-Mtwara-Masasi-Chigugu","District-Mtwara-Masasi",2019-02-10,"phone_consultation","yes","dog",NA,0,0,"none",NA,"owned","unknown","unknown","unknown",NA,"no","disappeared",NA,"no","not_applicable",NA,NA,NA,NA,NA,NA,"human_exposure",NA,NA,NA,"suspicious_for_of_rabies",2019-02-10,2019,2,40,14,52,"2019-2","Suspect","Not altered","2018-06-01","not_provoked",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"from_unknown_place",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"unprovoked_aggression",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"uuid:9591cd07-f7c6-43f2-93d5-a39997142e38",NA,"Lindi","Kilwa","Masoko","Masoko","Village-Lindi-Kilwa-Masoko-Masoko","Ward-Lindi-Kilwa-Masoko","District-Lindi-Kilwa",2019-04-03,"phone_consultation","yes","dog",NA,1,1,"none",NA,"owned","adult","male","no",NA,"yes","alive",NA,"no","not_applicable",NA,NA,NA,NA,NA,NA,"human_exposure",NA,NA,"normal_behaviour","sick_not_rabies",2019-04-03,2019,4,92,16,104,"2019-4","Healthy","Not altered","2018-07-01","running",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"fenced",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"active_during_day",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"uuid:969b43d6-2123-4aae-a806-d8af956a8abc",NA,"Mara","Tarime","Sabasaba","Songambele","Village-Mara-Tarime-Sabasaba-Songambele","Ward-Mara-Tarime Township Authority-Sabasaba","District-Mara-Tarime Township Authority",2018-10-08,"phone_consultation","yes","dog",NA,1,1,"none",NA,"not_owned","unknown","unknown","no",NA,"yes","alive",NA,"no","animal_disappeared",NA,NA,NA,NA,NA,NA,"human_exposure",NA,NA,"eating","healthy",2018-10-08,2018,10,280,10,280,"2018-10","Healthy","Not altered","2018-06-01","scared_of_dogs",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"on_owners_property",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"tameness",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"uuid:96a6d238-30c4-4dee-84c1-192a6f275755",NA,"Morogoro","Ulanga","Vigoi","Epanko","Village-Morogoro-Ulanga-Vigoi-Epanko","Ward-Morogoro-Ulanga-Vigoi","District-Morogoro-Ulanga",2018-12-24,"in_person","yes","dog",NA,1,1,"none",NA,"owned","adult","female","no",NA,"yes","alive",NA,"no","not_applicable",NA,NA,NA,NA,NA,NA,"human_exposure",NA,NA,"normal_behaviour","suspicious_for_of_rabies",2018-12-24,2018,12,357,12,357,"2018-12","Suspect","Not altered","2018-08-01","not_provoked",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"on_owners_property",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"unprovoked_aggression",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"uuid:9a644431-6a0e-4723-a2f9-4dc332d07ff5",NA,"Lindi","Kilwa",NA,NA,"Village-Lindi-Kilwa-NA-NA","Ward-Lindi-Kilwa-NA","District-Lindi-Kilwa",2019-03-04,"phone_consultation","yes","dog",NA,1,1,"none",NA,"unknown","adult","male","no",NA,"yes","alive",NA,"no","not_applicable",NA,NA,NA,NA,NA,NA,"human_exposure",NA,NA,"normal_behaviour","sick_not_rabies",2019-03-04,2019,3,62,15,74,"2019-3","Healthy","Not altered","2018-07-01","aggressive",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"from_unknown_place",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"restlessness",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"uuid:9aa62ff5-f754-48fc-963c-9cb085571020",NA,"Mara","Tarime","Turwa","Kenyamori","Village-Mara-Tarime-Turwa-Kenyamori","Ward-Mara-Tarime Township Authority-Kenyamanyori","District-Mara-Tarime Township Authority",2018-10-08,"phone_consultation","yes","dog",NA,0,0,"none",NA,"unknown","unknown","unknown","unknown",NA,"no","lost",NA,"no","animal_disappeared",NA,NA,NA,NA,NA,NA,"human_exposure",NA,NA,"normal_behaviour","unknown",2018-10-08,2018,10,280,10,280,"2018-10","Suspect","Correction Spreadsheet","2018-06-01","aggressive",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"from_unknown_place",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"tameness",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"uuid:9abf88bf-8253-4847-b87a-26dd630c347d",NA,"Lindi","Kilwa","Kivinjesingino","Matandu","Village-Lindi-Kilwa-Kivinjesingino-Matandu","Ward-Lindi-Kilwa-Kivinjesingino","District-Lindi-Kilwa",2019-02-06,"in_person","yes","dog",NA,1,1,"none",NA,"unknown","adult","unknown","no",NA,"no","lost",NA,"no","animal_disappeared",NA,NA,NA,NA,NA,NA,"human_exposure",NA,NA,NA,"suspicious_for_of_rabies",2019-02-06,2019,2,36,14,48,"2019-2","Suspect","Not altered","2018-07-01","aggressive",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"from_unknown_place",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"restlessness",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"uuid:9b3525f8-edb3-4605-bffa-0f8e1ff3bc7a",NA,"Morogoro","Morogoro Urban",NA,NA,"Village-Morogoro-Morogoro Urban-NA-NA","Ward-Morogoro-Morogoro Urban-NA","District-Morogoro-Morogoro Urban",2019-02-01,"phone_consultation","yes","dog",NA,2,2,"none",NA,"unknown","adult","unknown","unknown",NA,"no","disappeared",NA,"no","animal_disappeared",NA,NA,NA,NA,NA,NA,"human_exposure",NA,NA,NA,"suspicious_for_of_rabies",2019-02-01,2019,2,31,14,43,"2019-2","Suspect","Not altered","2018-08-01","not_provoked",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"from_unknown_place",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"active_during_day,running_without_reason,tameness",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"uuid:9c584223-766e-4299-b335-9ad0dacb70a6",NA,"Morogoro","Kilosa","Mkwatani","Manzese A","Village-Morogoro-Kilosa-Mkwatani-Manzese A","Ward-Morogoro-Kilosa-Mkwatani","District-Morogoro-Kilosa",2019-02-09,"in_person","yes","dog",NA,2,2,"none",NA,"owned","adult","female","yes",2018,"yes","dead","killed_by_owner","no","not_applicable",NA,NA,NA,NA,NA,NA,"human_exposure",NA,NA,"eating,feeding_puppies,normal_behaviour","healthy",2019-02-09,2019,2,39,14,51,"2019-2","Healthy","Not altered","2018-08-01","aggressive",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"on_owners_property",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"uuid:9c60e3e0-2050-474d-af0c-92335c846783",NA,"Morogoro","Kilosa","Magomeni","Mkadage","Village-Morogoro-Kilosa-Magomeni-Mkadage","Ward-Morogoro-Kilosa-Magomeni","District-Morogoro-Kilosa",2018-09-11,"phone_consultation","yes","dog",NA,3,3,"none",NA,"unknown","adult","female","unknown",NA,"yes","dead","killed_by_community","no","thrown_away",NA,NA,NA,NA,NA,NA,"human_exposure",NA,NA,NA,"suspicious_for_of_rabies",2018-09-11,2018,9,253,9,253,"2018-9","Suspect","Not altered","2018-08-01","not_provoked",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"from_unknown_place",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"restlessness",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"uuid:9dc20607-f874-439e-a4ec-477d964a419b",NA,"Lindi","Kilwa","Kinjumbi","Mtyalambu","Village-Lindi-Kilwa-Kinjumbi-Mtyalambu","Ward-Lindi-Kilwa-Kinjumbi","District-Lindi-Kilwa",2019-02-05,"in_person","yes","dog",NA,2,2,"none",NA,"not_owned","adult","male","no",NA,"no","lost",NA,"no","animal_disappeared",NA,NA,NA,NA,NA,NA,"human_exposure",NA,NA,NA,"suspicious_for_of_rabies",2019-02-05,2019,2,35,14,47,"2019-2","Suspect","Not altered","2018-07-01",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"from_unknown_place",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"restlessness",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"uuid:9e9d263c-c217-44a5-aea8-071381711451",NA,"Morogoro","Ulanga","Msogezi","Chikuti","Village-Morogoro-Ulanga-Msogezi-Chikuti","Ward-Morogoro-Ulanga-Msogezi","District-Morogoro-Ulanga",2019-01-10,"in_person","yes","dog",NA,1,1,"none",NA,"unknown","adult","unknown","unknown",NA,"no","disappeared",NA,"no","animal_disappeared",NA,NA,NA,NA,NA,NA,"human_exposure",NA,NA,NA,"suspicious_for_of_rabies",2019-01-10,2019,1,9,13,21,"2019-1","Suspect","Not altered","2018-08-01","not_provoked",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"from_unknown_place",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"unprovoked_aggression",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"uuid:9f9df9a7-c59a-4dcb-8b14-bca103f2e10d",NA,"Morogoro","Ulanga","Ilonga","Luhombero","Village-Morogoro-Ulanga-Ilonga-Luhombero","Ward-Morogoro-Ulanga-Ilonga","District-Morogoro-Ulanga",2018-12-14,"in_person","yes","dog",NA,1,1,"none",NA,"owned","adult","female","no",NA,"yes","alive",NA,"no","not_applicable",NA,NA,NA,NA,NA,NA,"human_exposure",NA,NA,"normal_behaviour","suspicious_for_of_rabies",2018-12-14,2018,12,347,12,347,"2018-12","Suspect","Not altered","2018-08-01","aggressive",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"lots_of_people",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"unprovoked_aggression",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"uuid:a0b93b1a-db25-4f83-90d1-0b2536336a32",NA,"Morogoro","Ulanga","Vigoi","Nawenge","Village-Morogoro-Ulanga-Vigoi-Nawenge","Ward-Morogoro-Ulanga-Vigoi","District-Morogoro-Ulanga",2019-01-05,"in_person","yes","dog",NA,1,1,"none",NA,"unknown","adult","unknown","unknown",NA,"no","disappeared",NA,"no","animal_disappeared",NA,NA,NA,NA,NA,NA,"human_exposure",NA,NA,NA,"suspicious_for_of_rabies",2019-01-05,2019,1,4,13,16,"2019-1","Suspect","Not altered","2018-08-01","not_provoked",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"from_unknown_place",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"unprovoked_aggression",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"uuid:a0fa50aa-f2db-4d8f-bbd5-181514cf574f",NA,"Lindi","Nachingwea","Kilimanihewa","Nampemba","Village-Lindi-Nachingwea-Kilimanihewa-Nampemba","Ward-Lindi-Nachingwea-Kilimanihewa","District-Lindi-Nachingwea",2019-01-19,"in_person","yes","dog",NA,1,1,"none",NA,"owned","adult","female","no",NA,"yes","alive",NA,"no","not_applicable",NA,NA,NA,NA,NA,NA,"human_exposure",NA,NA,"normal_behaviour","healthy",2019-01-19,2019,1,18,13,30,"2019-1","Healthy","Not altered","2018-06-01","running",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"lots_of_dogs",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"uuid:a10c69f1-825e-4c7d-a189-3e2674957746",NA,"Morogoro","Malinyi","Malinyi","Makerere","Village-Morogoro-Malinyi-Malinyi-Makerere","Ward-Morogoro-Malinyi-Malinyi","District-Morogoro-Malinyi",2018-10-29,"in_person","yes","livestock",NA,0,0,"none",NA,"unknown","adult","male","unknown",NA,"no","lost",NA,"no","thrown_away",NA,NA,NA,NA,NA,NA,"suspect_rabid_animals",NA,NA,"eating","unknown",2018-10-29,2018,10,301,10,301,"2018-10","Suspect","Not altered","2018-08-01","not_provoked",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"fenced",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"unprovoked_aggression",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"uuid:a42ff2e3-da41-472b-8031-d4df23959dbb",NA,"Morogoro","Ulanga","Isongo","Isongo","Village-Morogoro-Ulanga-Isongo-Isongo","Ward-Morogoro-Ulanga-Isongo","District-Morogoro-Ulanga",2018-12-24,"in_person","yes","dog",NA,1,1,"none",NA,"unknown","adult","female","unknown",NA,"yes","disappeared",NA,"no","animal_disappeared",NA,NA,NA,NA,NA,NA,"human_exposure",NA,NA,NA,"suspicious_for_of_rabies",2018-12-24,2018,12,357,12,357,"2018-12","Suspect","Not altered","2018-08-01","not_provoked",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"from_unknown_place",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"unprovoked_aggression",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"uuid:a4e29f67-2f22-433e-9d20-a2deefc88e48",NA,"Mtwara","Masasi","Chigugu","Chigugu","Village-Mtwara-Masasi-Chigugu-Chigugu","Ward-Mtwara-Masasi-Chigugu","District-Mtwara-Masasi",2019-01-25,"phone_consultation","yes","dog",NA,0,0,"none",NA,"unknown","unknown","unknown","unknown",NA,"no","disappeared",NA,"no","animal_disappeared",NA,NA,NA,NA,NA,NA,"human_exposure",NA,NA,NA,"suspicious_for_of_rabies",2019-01-25,2019,1,24,13,36,"2019-1","Suspect","Not altered","2018-06-01","not_provoked",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"from_unknown_place",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"running_without_reason",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"uuid:a4fda023-5a93-4cdf-848b-1d1d23a25fd2",NA,"Mara","Tarime","Turwa","Tagota","Village-Mara-Tarime-Turwa-Tagota","Ward-Mara-Tarime Township Authority-Kenyamanyori","District-Mara-Tarime Township Authority",2018-10-08,"phone_consultation","yes","dog",NA,1,1,"none",NA,"unknown","adult","male","unknown",NA,"yes","alive",NA,"no","not_applicable",NA,NA,NA,NA,NA,NA,"human_exposure",NA,NA,"eating","healthy",2018-10-08,2018,10,280,10,280,"2018-10","Healthy","Correction Spreadsheet","2018-06-01","not_provoked",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"on_owners_property",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"restlessness",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"uuid:a6c181d2-ae46-4048-b105-433494b25505",NA,"Mtwara","Tandahimba","Kitama","Mwenge 'A'","Village-Mtwara-Tandahimba-Kitama-Mwenge 'A'","Ward-Mtwara-Tandahimba-Kitama","District-Mtwara-Tandahimba",2019-02-09,"in_person","yes","dog",NA,0,0,"none",NA,"owned","puppy","male","no",NA,"yes","dead","natural_death","no","decomposed",NA,NA,NA,NA,NA,NA,"suspect_rabid_animals",NA,NA,NA,"suspicious_for_of_rabies",2019-02-09,2019,2,39,14,51,"2019-2","Suspect","Correction Spreadsheet","2018-06-01",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"abnormal_vocalization,dullness,excessive_salivation,restlessness,running_without_reason",TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"uuid:aacd5dfb-883d-4d12-a0b0-1246a303e033",NA,"Morogoro","Ulanga","Biro","Biro","Village-Morogoro-Ulanga-Biro-Biro","Ward-Morogoro-Malinyi-Biro","District-Morogoro-Malinyi",2018-11-20,"phone_consultation","yes","dog",NA,0,0,"other,cow",NA,"unknown","unknown","unknown","unknown",NA,"no","lost",NA,"no","animal_disappeared",NA,NA,NA,NA,NA,NA,"suspect_rabid_animals",NA,NA,NA,"suspicious_for_of_rabies",2018-11-20,2018,11,323,11,323,"2018-11","Suspect","Correction Spreadsheet","2018-08-01",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"from_unknown_place",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"unprovoked_aggression",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"uuid:ac38553a-9de8-4799-9b95-e8a7e8c8892e",NA,"Lindi","Nachingwea","Nambambo","Nyerere","Village-Lindi-Nachingwea-Nambambo-Nyerere","Ward-Lindi-Nachingwea-Nambambo","District-Lindi-Nachingwea",2018-12-27,"in_person","yes","dog",NA,1,1,"none",NA,"owned","adult","male","no",NA,"yes","alive",NA,"no","not_applicable",NA,NA,NA,NA,NA,NA,"human_exposure",NA,NA,"normal_behaviour","healthy",2018-12-27,2018,12,360,12,360,"2018-12","Healthy","Not altered","2018-06-01","approching_the_dog",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"chained,fenced",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"uuid:acb25d05-9d36-4e39-93db-850ab827d63f",NA,"Morogoro","Ulanga","Mawasiliano","Matumbala","Village-Morogoro-Ulanga-Mawasiliano-Matumbala","Ward-Morogoro-Ulanga-Mawasiliano","District-Morogoro-Ulanga",2018-08-05,"in_person","yes","dog",NA,1,1,"none",NA,"owned","adult","male","no",NA,"yes","alive",NA,"no",NA,NA,NA,NA,NA,NA,NA,"human_exposure",NA,NA,"eating,normal_behaviour","healthy",2018-08-05,2018,8,216,8,216,"2018-8","Healthy","Not altered","2018-08-01","aggressive,noise,running",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"lots_of_dogs",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"uuid:ae0ef40b-e5fe-4cca-80bf-7654ae8ba8bf",NA,"Morogoro","Ulanga","Vigoi","Nawenge","Village-Morogoro-Ulanga-Vigoi-Nawenge","Ward-Morogoro-Ulanga-Vigoi","District-Morogoro-Ulanga",2019-01-15,"in_person","yes","dog",NA,2,2,"none",NA,"unknown","unknown","unknown","unknown",NA,"no","disappeared",NA,"no","not_applicable",NA,NA,NA,NA,NA,NA,"human_exposure",NA,NA,NA,"suspicious_for_of_rabies",2019-01-15,2019,1,14,13,26,"2019-1","Suspect","Not altered","2018-08-01","not_provoked",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"from_unknown_place",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"unprovoked_aggression",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
