"META_INSTANCE_ID","ANIMAL_ID","LOCATION_OF_EVENT_REGION","LOCATION_OF_EVENT_DISTRICT","LOCATION_OF_EVENT_WARD","LOCATION_OF_EVENT_VILLAGE","Loc_ID","Loc_ID_w","Loc_ID_d","DATE_OF_INVESTIGATION","TYPE_OF_INVESTIGATION","IS_INVESTGATION_LINKED","ANIMAL_TYPE","ANIMAL_TYPE_WILDLIFE","NUMBER_OF_PEOPLE_BITTEN","NO_OF_PEOPLE_BITTEN_REPEAT_COUNT","OTHER_ANIMALS_BITTEN","OTHER_ANIMALS_BITTEN_SPECIFY","WAS_ANIMAL_OWNED","ANIMAL_AGE","ANIMAL_SEX","IS_ANIMAL_VACCINATED","YEAR_VACCINATED","ANIMAL_FOUND","ANIMAL_OUTCOME","DEATH_CAUSE","SAMPLE_COLLECTED","WHY_SAMPLE_WAS_NOT_TAKEN","SAMPLE_WAS_COLLECTED_SAMPLE_DATE","SAMPLE_WAS_COLLECTED_LOCATION_SAMPLE_STORED","SAMPLE_WAS_COLLECTED_LOCATION_SAMPLE_STORED_OTHER","SAMPLE_WAS_COLLECTED_DATE_TAKEN_TO_LAB","SAMPLE_WAS_COLLECTED_LATERAL_FLOW_TEST_DONE","SAMPLE_WAS_COLLECTED_LATERAL_FLOW_TEST_OUTCOME","REASON_FOR_REPORT","REASON_FOR_REPORT_OTHER","REPORTED_FROM","RISK_ASSESSMENT","ASSESSMENT_DECISION","Date_proxy","Year","Month","Day","jmonth","jday","Year_month","Assessment","correction_type","IBCM_start","VICTIM_ENV","HE_aggressive","HE_approach_dog","HE_no_provocation","HE_playing","HE_scared_of_dogs","HE_noise","HE_throwing_things","HE_running","ANIMAL_ENV","AE_chained","AE_fenced","AE_lots_of_dogs","AE_on_owners_property","AE_from_unknown_place","AE_lots_of_people","SYMPTOMS","S_abnormal_vocalization","S_restlessness","S_active_during_day","S_dullness","S_tameness","S_excessive_salivation","S_hypersexuality","S_unprovoked_aggression","S_paralysis"
"uuid:3eeb442c-29c2-4969-a88a-536cb7a2e63f",NA,"Mara","Tarime","Bomani","National House","Village-Mara-Tarime-Bomani-National House","Ward-Mara-Tarime Township Authority-Bomani","District-Mara-Tarime Township Authority",2019-03-10,"in_person","yes","dog",NA,1,1,"none",NA,"not_owned","adult","male","not_applicable",NA,"yes","dead","killed_by_community","no","thrown_away",NA,NA,NA,NA,NA,NA,"other","Mbwa wawili walimshambulia mtoto wa miaka minne had kufa","veterinarian","normal_behaviour","unknown",2019-03-10,2019,3,68,15,80,"2019-3","Suspect","Not altered","2018-06-01","aggressive",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"from_unknown_place",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"uuid:3f76c561-cba9-4681-861a-fa31e7f92b66",NA,"Morogoro","Ulanga","Vigoi","Nawenge","Village-Morogoro-Ulanga-Vigoi-Nawenge","Ward-Morogoro-Ulanga-Nawenge","District-Morogoro-Ulanga",2019-07-18,"phone_consultation","yes","dog",NA,1,1,"none",NA,"unknown","unknown","unknown","no",NA,"no","disappeared",NA,"no","not_applicable",NA,NA,NA,NA,NA,NA,"human_exposure",NA,"veterinarian",NA,"suspicious_for_of_rabies",2019-07-18,2019,7,198,19,210,"2019-7","Suspect","Correction Spreadsheet","2018-08-01","not_provoked",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"from_unknown_place",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"running_without_reason,unprovoked_aggression",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"uuid:3f98cb88-89c0-4161-a089-8216812ef3ef",NA,"Morogoro","Morogoro Urban","Kihonda","Kihonda 'B'","Village-Morogoro-Morogoro Urban-Kihonda-Kihonda 'B'","Ward-Morogoro-Morogoro Urban-Kihonda","District-Morogoro-Morogoro Urban",2019-02-18,"phone_consultation","yes","dog",NA,1,1,"none",NA,"unknown","unknown","unknown","unknown",NA,"no","disappeared",NA,"no","animal_disappeared",NA,NA,NA,NA,NA,NA,"human_exposure",NA,"hc_or_hw","normal_behaviour","healthy",2019-02-18,2019,2,48,14,60,"2019-2","Healthy","Correction Spreadsheet","2018-08-01","not_provoked",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"from_unknown_place",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"running_without_reason",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"uuid:3fe51862-8c65-4cda-95db-78d112fc3ff5",NA,"Morogoro","Morogoro Urban","Kilakala","Kilakala","Village-Morogoro-Morogoro Urban-Kilakala-Kilakala","Ward-Morogoro-Morogoro Urban-Kilakala","District-Morogoro-Morogoro Urban",2019-06-24,"phone_consultation","yes","dog",NA,1,1,"none",NA,"owned","adult","male","no",NA,"yes","alive",NA,"no","not_applicable",NA,NA,NA,NA,NA,NA,"human_exposure",NA,"community_member",NA,"sick_not_rabies",2019-06-24,2019,6,174,18,186,"2019-6","Healthy","Not altered","2018-08-01","approching_the_dog",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"on_owners_property",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"unprovoked_aggression",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"uuid:4023916e-ee9b-4ef3-b7e2-8e4d3adf1c00",NA,"Lindi","Ruangwa","Ruangwa","Likangara","Village-Lindi-Ruangwa-Ruangwa-Likangara","Ward-Lindi-Ruangwa-Ruangwa","District-Lindi-Ruangwa",2019-03-10,"phone_consultation","yes","dog",NA,1,1,"none",NA,"unknown","unknown","unknown","unknown",NA,"no","disappeared",NA,"no","animal_disappeared",NA,NA,NA,NA,NA,NA,"human_exposure",NA,"veterinarian","normal_behaviour","healthy",2019-03-10,2019,3,68,15,80,"2019-3","Healthy","Not altered","2018-06-01","not_provoked",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"from_unknown_place",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"running_without_reason",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"uuid:40a805d9-1049-41ca-912d-16e58d652f45",NA,"Lindi","Ruangwa","Ruangwa","Lipande","Village-Lindi-Ruangwa-Ruangwa-Lipande","Ward-Lindi-Ruangwa-Ruangwa","District-Lindi-Ruangwa",2018-11-27,"phone_consultation","yes","dog",NA,1,1,"none",NA,"unknown","unknown","unknown","unknown",NA,"no","disappeared",NA,"no","animal_disappeared",NA,NA,NA,NA,NA,NA,"human_exposure",NA,"veterinarian","normal_behaviour","healthy",2018-11-27,2018,11,330,11,330,"2018-11","Healthy","Not altered","2018-06-01",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"uuid:4137f7cd-15f2-4ffe-a106-aeaad44cdd43",NA,"Morogoro","Morogoro Urban","Mafiga","Mafiga 'A'","Village-Morogoro-Morogoro Urban-Mafiga-Mafiga 'A'","Ward-Morogoro-Morogoro Urban-Mafiga","District-Morogoro-Morogoro Urban",2019-06-15,"phone_consultation","yes","dog",NA,1,1,"none",NA,"not_owned","unknown","male","unknown",NA,"no","disappeared",NA,"no","not_applicable",NA,NA,NA,NA,NA,NA,"human_exposure",NA,"hc_or_hw",NA,"suspicious_for_of_rabies",2019-06-15,2019,6,165,18,177,"2019-6","Suspect","Correction Spreadsheet","2018-08-01","not_provoked",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"from_unknown_place",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"abnormal_vocalization,hyper_sexuality,unprovoked_aggression",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"uuid:4230b66f-fa51-4ef3-8045-583750d17242",NA,"Lindi","Ruangwa","Ruangwa","Likangara","Village-Lindi-Ruangwa-Ruangwa-Likangara","Ward-Lindi-Ruangwa-Ruangwa","District-Lindi-Ruangwa",2019-01-10,"phone_consultation","yes","dog",NA,1,1,"none",NA,"unknown","unknown","unknown","unknown",NA,"no","disappeared",NA,"no","animal_disappeared",NA,NA,NA,NA,NA,NA,"human_exposure",NA,"veterinarian","normal_behaviour","healthy",2019-01-10,2019,1,9,13,21,"2019-1","Healthy","Not altered","2018-06-01","not_provoked",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"from_unknown_place",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"running_without_reason",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"uuid:428cebf4-5b4a-4eef-a4a7-5c92e5aecf33",NA,"Morogoro","Morogoro Urban","Boma","Kibwe","Village-Morogoro-Morogoro Urban-Boma-Kibwe","Ward-Morogoro-Morogoro Urban-Boma","District-Morogoro-Morogoro Urban",2019-05-13,"phone_consultation","yes","dog",NA,1,1,"none",NA,"not_owned","unknown","unknown","no",NA,"no","disappeared",NA,"no","not_applicable",NA,NA,NA,NA,NA,NA,"human_exposure",NA,"community_member",NA,"suspicious_for_of_rabies",2019-05-13,2019,5,132,17,144,"2019-5","Suspect","Not altered","2018-08-01","not_provoked",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"from_unknown_place",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"excessive_salivation,hyper_sexuality,unprovoked_aggression",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
"uuid:4331137f-ef88-406f-bd96-20103193e538",NA,"Mara","Tarime","Bomani","Biambwi","Village-Mara-Tarime-Bomani-Biambwi","Ward-Mara-Tarime Township Authority-Bomani","District-Mara-Tarime Township Authority",2018-09-03,"phone_consultation","yes","dog",NA,1,1,"none",NA,"unknown","unknown","male","unknown",NA,"no","disappeared",NA,"no","animal_disappeared",NA,NA,NA,NA,NA,NA,"human_exposure",NA,"veterinarian",NA,"unknown",2018-09-03,2018,9,245,9,245,"2018-9","Suspect","Not altered","2018-06-01","not_provoked",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"from_unknown_place",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"unprovoked_aggression",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"uuid:43f5dfaf-65ff-4d51-a0e2-c5763bf6ad67",NA,"Morogoro","Ulanga","Lupiro","Lupiro","Village-Morogoro-Ulanga-Lupiro-Lupiro","Ward-Morogoro-Ulanga-Lupiro","District-Morogoro-Ulanga",2019-06-02,"phone_consultation","yes","dog",NA,1,1,"none",NA,"unknown","unknown","unknown","unknown",NA,"no","disappeared",NA,"no","not_applicable",NA,NA,NA,NA,NA,NA,"human_exposure",NA,"veterinarian",NA,"suspicious_for_of_rabies",2019-06-02,2019,6,152,18,164,"2019-6","Suspect","Not altered","2018-08-01","not_provoked",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"from_unknown_place",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"abnormal_vocalization,running_without_reason,unprovoked_aggression",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"uuid:445e487d-9eca-4120-a471-04f4242fa5f7",NA,"Lindi","Ruangwa","Chibula","Chibula","Village-Lindi-Ruangwa-Chibula-Chibula","Ward-Lindi-Ruangwa-Chibula","District-Lindi-Ruangwa",2019-01-27,"phone_consultation","yes","dog",NA,1,1,"none",NA,"unknown","adult","male","unknown",NA,"no","disappeared",NA,"no","animal_disappeared",NA,NA,NA,NA,NA,NA,"human_exposure",NA,"veterinarian","feeding_puppies","healthy",2019-01-27,2019,1,26,13,38,"2019-1","Healthy","Not altered","2018-06-01",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"uuid:448d9e6f-fc5f-4d3e-bcb5-bef1c6235861",NA,"Mara","Musoma Municipal","Bweri","Machinjioni","Village-Mara-Musoma Municipal-Bweri-Machinjioni","Ward-Mara-Musoma Municipal-Bweri","District-Mara-Musoma Municipal",2019-03-26,"in_person","yes","dog",NA,2,2,"none",NA,"owned","juvenile","female","no",NA,"yes","dead","killed_by_community","yes",NA,"2019-03-28","dvo_office",NA,"2019-03-28","yes","positive","suspect_rabid_animals",NA,"health_worker",NA,"unknown",2019-03-26,2019,3,84,15,96,"2019-3","Suspect","Not altered","2018-06-01",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"from_unknown_place",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"excessive_salivation,paralysis,restlessness,unprovoked_aggression",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
"uuid:44a09b9b-d7e3-456b-831a-864065ec212d",NA,"Mtwara","Tandahimba","Lyenje","Umoja","Village-Mtwara-Tandahimba-Lyenje-Umoja","Ward-Mtwara-Tandahimba-Lyenje","District-Mtwara-Tandahimba",2019-05-04,"phone_consultation","yes","dog",NA,1,1,"none",NA,"not_owned","unknown","unknown","no",NA,"no","disappeared",NA,"no","not_applicable",NA,NA,NA,NA,NA,NA,"human_exposure",NA,"health_worker",NA,"suspicious_for_of_rabies",2019-05-04,2019,5,123,17,135,"2019-5","Suspect","Correction Spreadsheet","2018-06-01","aggressive,not_provoked,playing",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"from_unknown_place",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"abnormal_vocalization,running_without_reason",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"uuid:44de3c6d-0510-4b7c-9d06-94f913ea6ff6",NA,"Mara","Musoma","Busambara","Maneke","Village-Mara-Musoma-Busambara-Maneke","Ward-Mara-Musoma District Council-BUSAMBARA","District-Mara-Musoma District Council",2019-04-12,"in_person","yes","dog",NA,2,2,"dog",NA,"unknown","adult","male","unknown",NA,"yes","dead","killed_by_community","no","decomposed",NA,NA,NA,NA,NA,NA,"human_exposure",NA,"veterinarian",NA,"suspicious_for_of_rabies",2019-04-12,2019,4,101,16,113,"2019-4","Suspect","Not altered","2018-06-01","not_provoked",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"from_unknown_place",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"excessive_salivation,running_without_reason,unprovoked_aggression",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
"uuid:44fe5402-1e9e-4c42-807e-e6e5cd6313f4",NA,"Lindi","Kilwa","Kivinjesingino","Nangurukuru","Village-Lindi-Kilwa-Kivinjesingino-Nangurukuru","Ward-Lindi-Kilwa-Kivinjesingino","District-Lindi-Kilwa",2019-06-23,"phone_consultation","yes","dog",NA,1,1,"none",NA,"unknown","unknown","male","unknown",NA,"no","disappeared",NA,"no","animal_disappeared",NA,NA,NA,NA,NA,NA,"human_exposure",NA,"hc_or_hw",NA,"suspicious_for_of_rabies",2019-06-23,2019,6,173,18,185,"2019-6","Suspect","Not altered","2018-07-01","aggressive",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"from_unknown_place",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"unprovoked_aggression",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"uuid:45c09ce6-1e86-4150-91b3-1b7d80c0b0d7",NA,"Morogoro","Morogoro Urban","Kihonda","Kihonda 'B'","Village-Morogoro-Morogoro Urban-Kihonda-Kihonda 'B'","Ward-Morogoro-Morogoro Urban-Kihonda","District-Morogoro-Morogoro Urban",2019-02-19,"phone_consultation","yes","dog",NA,1,1,"none",NA,"unknown","unknown","unknown","unknown",NA,"no","disappeared",NA,"no","animal_disappeared",NA,NA,NA,NA,NA,NA,"human_exposure",NA,"hc_or_hw","normal_behaviour","healthy",2019-02-19,2019,2,49,14,61,"2019-2","Healthy","Correction Spreadsheet","2018-08-01","not_provoked",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"from_unknown_place",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"running_without_reason",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"uuid:463496e3-afbe-481e-bcab-6477bf9f0f16",NA,"Morogoro","Ulanga",NA,NA,"Village-Morogoro-Ulanga-NA-NA","Ward-Morogoro-Ulanga-NA","District-Morogoro-Ulanga",2019-05-15,"phone_consultation","yes","dog",NA,2,2,"none",NA,"unknown","unknown","unknown","no",NA,"no","disappeared",NA,"no","not_applicable",NA,NA,NA,NA,NA,NA,"human_exposure",NA,"veterinarian",NA,"suspicious_for_of_rabies",2019-05-15,2019,5,134,17,146,"2019-5","Suspect","Not altered","2018-08-01","not_provoked",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"from_unknown_place",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"running_without_reason,unprovoked_aggression",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"uuid:46698059-16d0-4e5d-8b98-414a6a5bf13c",NA,"Morogoro","Malinyi","Malinyi","Mchangani","Village-Morogoro-Malinyi-Malinyi-Mchangani","Ward-Morogoro-Malinyi-Malinyi","District-Morogoro-Malinyi",2019-05-20,"phone_consultation","yes","dog",NA,1,1,"none",NA,"unknown","unknown","unknown","unknown",NA,"no","disappeared",NA,"no","animal_disappeared",NA,NA,NA,NA,NA,NA,"human_exposure",NA,"health_worker",NA,"unknown",2019-05-20,2019,5,139,17,151,"2019-5","Suspect","Not altered","2018-08-01","not_provoked",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"from_unknown_place",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"uuid:4681362d-a2a9-4f28-8f00-f944fced2b29",NA,"Mara","Butiama","Mirwa","Magunga","Village-Mara-Butiama-Mirwa-Magunga","Ward-Mara-Butiama-Mirwa","District-Mara-Butiama",2019-01-04,"phone_consultation","yes","dog",NA,1,1,"none",NA,"owned","adult","male","no",NA,"no","disappeared",NA,"no","animal_disappeared",NA,NA,NA,NA,NA,NA,"human_exposure",NA,"health_worker",NA,"suspicious_for_of_rabies",2019-01-04,2019,1,3,13,15,"2019-1","Suspect","Not altered","2018-06-01","not_provoked",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"from_unknown_place",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"abnormal_vocalization,running_without_reason,tameness,unprovoked_aggression",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"uuid:473d2403-1f05-4872-88dc-740cd5d8c4e1",NA,"Morogoro","Ulanga","Mahenge","Mahenge","Village-Morogoro-Ulanga-Mahenge-Mahenge","Ward-Morogoro-Ulanga-Mahenge","District-Morogoro-Ulanga",2019-04-10,"in_person","yes","dog",NA,2,2,"none",NA,"unknown","unknown","unknown","unknown",NA,"yes","dead","killed_by_community","no","animal_disappeared",NA,NA,NA,NA,NA,NA,"human_exposure",NA,"veterinarian",NA,"suspicious_for_of_rabies",2019-04-10,2019,4,99,16,111,"2019-4","Suspect","Not altered","2018-08-01","not_provoked",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"from_unknown_place",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"unprovoked_aggression",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"uuid:4764bf70-a3ef-41f9-b3d3-e2695c7edd5c",NA,"Mtwara","Mtwara Urban","Majengo","Msikitini","Village-Mtwara-Mtwara Urban-Majengo-Msikitini","Ward-Mtwara-Mtwara Urban-Majengo","District-Mtwara-Mtwara Urban",2019-03-19,"in_person","yes","dog",NA,1,1,"none",NA,"owned","adult","male","no",NA,"yes","alive",NA,"no","not_applicable",NA,NA,NA,NA,NA,NA,"human_exposure",NA,"hc_or_hw","normal_behaviour","sick_not_rabies",2019-03-19,2019,3,77,15,89,"2019-3","Healthy","Not altered","2018-06-01","aggressive",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"on_owners_property",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"unprovoked_aggression",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"uuid:47a2ef68-1a61-48ad-9167-2e666fbd4076",NA,"Mara","Tarime","Nyanungu","Kegonga","Village-Mara-Tarime-Nyanungu-Kegonga","Ward-Mara-Tarime District Council-Nyanungu","District-Mara-Tarime District Council",2018-10-06,"phone_consultation","yes","dog",NA,1,1,"none",NA,"unknown","adult","unknown","unknown",NA,"no","disappeared",NA,"no","animal_disappeared",NA,NA,NA,NA,NA,NA,"human_exposure",NA,"hc_or_hw",NA,"suspicious_for_of_rabies",2018-10-06,2018,10,278,10,278,"2018-10","Suspect","Correction Spreadsheet","2018-06-01","not_provoked",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"from_unknown_place",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"restlessness,unprovoked_aggression",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"uuid:48f52978-3c25-4f73-80de-5be490ccf4ed",NA,"Morogoro","Kilombero","Mbingu","Mbingu","Village-Morogoro-Kilombero-Mbingu-Mbingu","Ward-Morogoro-Kilombero-Mbingu","District-Morogoro-Kilombero",2019-04-11,"in_person","yes","livestock",NA,0,0,"none",NA,"owned","adult","male","no",NA,"yes","dead","natural_death","yes",NA,"2019-04-13","dvo_office",NA,"2019-04-13","yes","positive","animal_sick",NA,"community_member",NA,"suspicious_for_of_rabies",2019-04-11,2019,4,100,16,112,"2019-4","Suspect","Not altered","2018-08-01",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"abnormal_vocalization,dullness,excessive_salivation,paralysis,restlessness,unprovoked_aggression",TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
"uuid:48fdf56b-c5c7-44d4-b4bb-3007bebfc61f",NA,"Morogoro","Morogoro Urban","Bigwa","Korogoso","Village-Morogoro-Morogoro Urban-Bigwa-Korogoso","Ward-Morogoro-Morogoro Urban-Bigwa","District-Morogoro-Morogoro Urban",2019-05-22,"in_person","yes","dog",NA,2,2,"none",NA,"unknown","unknown","unknown","no",NA,"no","dead","killed_by_community","no","decomposed",NA,NA,NA,NA,NA,NA,"animal_sick,found_dead,human_exposure,victim_has_rabies",NA,"community_member",NA,"suspicious_for_of_rabies",2019-05-22,2019,5,141,17,153,"2019-5","Suspect","Not altered","2018-08-01","not_provoked",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"from_unknown_place",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"excessive_salivation,running_without_reason,tameness,unprovoked_aggression",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"uuid:49405fbb-598e-43c7-bbaf-b42e636fe613",NA,"Morogoro","Morogoro Urban","Kihonda","Kihonda Kaskazini","Village-Morogoro-Morogoro Urban-Kihonda-Kihonda Kaskazini","Ward-Morogoro-Morogoro Urban-Kihonda","District-Morogoro-Morogoro Urban",2019-02-18,"phone_consultation","yes","dog",NA,1,1,"none",NA,"unknown","unknown","unknown","unknown",NA,"no","dead","unknown","no","not_applicable",NA,NA,NA,NA,NA,NA,"human_exposure",NA,"hc_or_hw",NA,"unknown",2019-02-18,2019,2,48,14,60,"2019-2","Suspect","Not altered","2018-08-01","not_provoked",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"from_unknown_place",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"running_without_reason",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"uuid:49479c99-1b8a-4ede-9bcd-2be9d43518a7",NA,"Morogoro","Morogoro Urban","Bigwa","Mgolole","Village-Morogoro-Morogoro Urban-Bigwa-Mgolole","Ward-Morogoro-Morogoro Urban-Bigwa","District-Morogoro-Morogoro Urban",2019-05-16,"phone_consultation","yes","dog",NA,1,1,"none",NA,"owned","adult","male","no",NA,"yes","alive",NA,"no","not_applicable",NA,NA,NA,NA,NA,NA,"human_exposure",NA,"hc_or_hw",NA,"suspicious_for_of_rabies",2019-05-16,2019,5,135,17,147,"2019-5","Suspect","Not altered","2018-08-01","not_provoked",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"on_owners_property",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"hyper_sexuality,unprovoked_aggression",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"uuid:496ae8a3-2f18-4ff8-86d8-28dc734f465f","Goat","Morogoro","Malinyi","Igawa","Lugala","Village-Morogoro-Malinyi-Igawa-Lugala","Ward-Morogoro-Malinyi-Igawa","District-Morogoro-Malinyi",2019-05-16,"in_person","no","livestock",NA,0,0,"none",NA,"owned","adult","female","unknown",NA,"yes","dead","killed_by_community","yes",NA,"2019-05-16","dvo_office",NA,"2019-05-16","yes","inconclusive","animal_sick",NA,"veterinarian",NA,"suspicious_for_of_rabies",2019-05-16,2019,5,135,17,147,"2019-5","Suspect","Not altered","2018-08-01","not_provoked",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"from_unknown_place",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"abnormal_vocalization,paralysis,restlessness,tameness,unprovoked_aggression",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
"uuid:496d4cb3-42d9-45be-a16e-c1f0405b7331",NA,"Mara","Serengeti","Mugumu","M.c.u","Village-Mara-Serengeti-Mugumu-M.c.u","Ward-Mara-Serengeti-Mugumu","District-Mara-Serengeti",2019-03-27,"phone_consultation","yes","dog",NA,1,1,"none",NA,"owned","juvenile","female","yes",2017,"yes","alive",NA,"no","not_applicable",NA,NA,NA,NA,NA,NA,"human_exposure,suspect_rabid_animals",NA,"hc_or_hw","eating,normal_behaviour","healthy",2019-03-27,2019,3,85,15,97,"2019-3","Healthy","Not altered","2018-06-01","noise,running,scared_of_dogs",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,"on_owners_property",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
